Total Nacional;Municipios;Sexo;Periodo;Total
Total Nacional;17031 Cabanelles;Hombres;2023;154
Total Nacional;17031 Cabanelles;Hombres;2022;152
Total Nacional;17031 Cabanelles;Hombres;2021;147
Total Nacional;17031 Cabanelles;Mujeres;2025;132
Total Nacional;17031 Cabanelles;Mujeres;2024;127
Total Nacional;17031 Cabanelles;Mujeres;2023;122
Total Nacional;17031 Cabanelles;Mujeres;2022;126
Total Nacional;17031 Cabanelles;Mujeres;2021;116
Total Nacional;17032 Cadaqués;Total;2025;2.906
Total Nacional;17032 Cadaqués;Total;2024;2.894
Total Nacional;17032 Cadaqués;Total;2023;2.916
Total Nacional;17032 Cadaqués;Total;2022;2.882
Total Nacional;17032 Cadaqués;Total;2021;2.802
Total Nacional;17032 Cadaqués;Hombres;2025;1.437
Total Nacional;17032 Cadaqués;Hombres;2024;1.419
Total Nacional;17032 Cadaqués;Hombres;2023;1.422
Total Nacional;17032 Cadaqués;Hombres;2022;1.405
Total Nacional;17032 Cadaqués;Hombres;2021;1.368
Total Nacional;17032 Cadaqués;Mujeres;2025;1.469
Total Nacional;17032 Cadaqués;Mujeres;2024;1.475
Total Nacional;17032 Cadaqués;Mujeres;2023;1.494
Total Nacional;17032 Cadaqués;Mujeres;2022;1.477
Total Nacional;17032 Cadaqués;Mujeres;2021;1.434
Total Nacional;17033 Caldes de Malavella;Total;2025;8.644
Total Nacional;17033 Caldes de Malavella;Total;2024;8.445
Total Nacional;17033 Caldes de Malavella;Total;2023;8.391
Total Nacional;17033 Caldes de Malavella;Total;2022;8.177
Total Nacional;17033 Caldes de Malavella;Total;2021;8.042
Total Nacional;17033 Caldes de Malavella;Hombres;2025;4.277
Total Nacional;17033 Caldes de Malavella;Hombres;2024;4.195
Total Nacional;17033 Caldes de Malavella;Hombres;2023;4.168
Total Nacional;17033 Caldes de Malavella;Hombres;2022;4.092
Total Nacional;17033 Caldes de Malavella;Hombres;2021;4.015
Total Nacional;17033 Caldes de Malavella;Mujeres;2025;4.367
Total Nacional;17033 Caldes de Malavella;Mujeres;2024;4.250
Total Nacional;17033 Caldes de Malavella;Mujeres;2023;4.223
Total Nacional;17033 Caldes de Malavella;Mujeres;2022;4.085
Total Nacional;17033 Caldes de Malavella;Mujeres;2021;4.027
Total Nacional;17034 Calonge i Sant Antoni;Total;2025;12.268
Total Nacional;17034 Calonge i Sant Antoni;Total;2024;12.203
Total Nacional;17034 Calonge i Sant Antoni;Total;2023;12.004
Total Nacional;17034 Calonge i Sant Antoni;Total;2022;11.678
Total Nacional;17034 Calonge i Sant Antoni;Total;2021;11.464
Total Nacional;17034 Calonge i Sant Antoni;Hombres;2025;6.129
Total Nacional;17034 Calonge i Sant Antoni;Hombres;2024;6.088
Total Nacional;17034 Calonge i Sant Antoni;Hombres;2023;5.989
Total Nacional;17034 Calonge i Sant Antoni;Hombres;2022;5.833
Total Nacional;17034 Calonge i Sant Antoni;Hombres;2021;5.770
Total Nacional;17034 Calonge i Sant Antoni;Mujeres;2025;6.139
Total Nacional;17034 Calonge i Sant Antoni;Mujeres;2024;6.115
Total Nacional;17034 Calonge i Sant Antoni;Mujeres;2023;6.015
Total Nacional;17034 Calonge i Sant Antoni;Mujeres;2022;5.845
Total Nacional;17034 Calonge i Sant Antoni;Mujeres;2021;5.694
Total Nacional;17035 Camós;Total;2025;700
Total Nacional;17035 Camós;Total;2024;713
Total Nacional;17035 Camós;Total;2023;718
Total Nacional;17035 Camós;Total;2022;716
Total Nacional;17035 Camós;Total;2021;711
Total Nacional;17035 Camós;Hombres;2025;343
Total Nacional;17035 Camós;Hombres;2024;348
Total Nacional;17035 Camós;Hombres;2023;352
Total Nacional;17035 Camós;Hombres;2022;355
Total Nacional;17035 Camós;Hombres;2021;355
Total Nacional;17035 Camós;Mujeres;2025;357
Total Nacional;17035 Camós;Mujeres;2024;365
Total Nacional;17035 Camós;Mujeres;2023;366
Total Nacional;17035 Camós;Mujeres;2022;361
Total Nacional;17035 Camós;Mujeres;2021;356
Total Nacional;17036 Campdevànol;Total;2025;3.240
Total Nacional;17036 Campdevànol;Total;2024;3.250
Total Nacional;17036 Campdevànol;Total;2023;3.215
Total Nacional;17036 Campdevànol;Total;2022;3.217
Total Nacional;17036 Campdevànol;Total;2021;3.226
Total Nacional;17036 Campdevànol;Hombres;2025;1.589
Total Nacional;17036 Campdevànol;Hombres;2024;1.596
Total Nacional;17036 Campdevànol;Hombres;2023;1.583
Total Nacional;17036 Campdevànol;Hombres;2022;1.575
Total Nacional;17036 Campdevànol;Hombres;2021;1.568
Total Nacional;17036 Campdevànol;Mujeres;2025;1.651
Total Nacional;17036 Campdevànol;Mujeres;2024;1.654
Total Nacional;17036 Campdevànol;Mujeres;2023;1.632
Total Nacional;17036 Campdevànol;Mujeres;2022;1.642
Total Nacional;17036 Campdevànol;Mujeres;2021;1.658
Total Nacional;17037 Campelles;Total;2025;163
Total Nacional;17037 Campelles;Total;2024;165
Total Nacional;17037 Campelles;Total;2023;165
Total Nacional;17037 Campelles;Total;2022;163
Total Nacional;17037 Campelles;Total;2021;149
Total Nacional;17037 Campelles;Hombres;2025;84
Total Nacional;17037 Campelles;Hombres;2024;86
Total Nacional;17037 Campelles;Hombres;2023;90
Total Nacional;17037 Campelles;Hombres;2022;87
Total Nacional;17037 Campelles;Hombres;2021;76
Total Nacional;17037 Campelles;Mujeres;2025;79
Total Nacional;17037 Campelles;Mujeres;2024;79
Total Nacional;17037 Campelles;Mujeres;2023;75
Total Nacional;17037 Campelles;Mujeres;2022;76
Total Nacional;17037 Campelles;Mujeres;2021;73
Total Nacional;17038 Campllong;Total;2025;534
Total Nacional;17038 Campllong;Total;2024;544
Total Nacional;17038 Campllong;Total;2023;534
Total Nacional;17038 Campllong;Total;2022;533
Total Nacional;17038 Campllong;Total;2021;532
Total Nacional;17038 Campllong;Hombres;2025;264
Total Nacional;17038 Campllong;Hombres;2024;271
Total Nacional;17038 Campllong;Hombres;2023;265
Total Nacional;17038 Campllong;Hombres;2022;266
Total Nacional;17038 Campllong;Hombres;2021;264
Total Nacional;17038 Campllong;Mujeres;2025;270
Total Nacional;17038 Campllong;Mujeres;2024;273
Total Nacional;17038 Campllong;Mujeres;2023;269
Total Nacional;17038 Campllong;Mujeres;2022;267
Total Nacional;17038 Campllong;Mujeres;2021;268
Total Nacional;17039 Camprodon;Total;2025;2.560
Total Nacional;17039 Camprodon;Total;2024;2.521
Total Nacional;17039 Camprodon;Total;2023;2.487
Total Nacional;17039 Camprodon;Total;2022;2.467
Total Nacional;17039 Camprodon;Total;2021;2.433
Total Nacional;17039 Camprodon;Hombres;2025;1.238
Total Nacional;17039 Camprodon;Hombres;2024;1.224
Total Nacional;17039 Camprodon;Hombres;2023;1.210
Total Nacional;17039 Camprodon;Hombres;2022;1.201
Total Nacional;17039 Camprodon;Hombres;2021;1.190
Total Nacional;17039 Camprodon;Mujeres;2025;1.322
Total Nacional;17039 Camprodon;Mujeres;2024;1.297
Total Nacional;17039 Camprodon;Mujeres;2023;1.277
Total Nacional;17039 Camprodon;Mujeres;2022;1.266
Total Nacional;17039 Camprodon;Mujeres;2021;1.243
Total Nacional;17040 Canet d'Adri;Total;2025;742
Total Nacional;17040 Canet d'Adri;Total;2024;744
Total Nacional;17040 Canet d'Adri;Total;2023;740
Total Nacional;17040 Canet d'Adri;Total;2022;748
Total Nacional;17040 Canet d'Adri;Total;2021;747
Total Nacional;17040 Canet d'Adri;Hombres;2025;372
Total Nacional;17040 Canet d'Adri;Hombres;2024;373
Total Nacional;17040 Canet d'Adri;Hombres;2023;380
Total Nacional;17040 Canet d'Adri;Hombres;2022;388
Total Nacional;17040 Canet d'Adri;Hombres;2021;384
Total Nacional;17040 Canet d'Adri;Mujeres;2025;370
Total Nacional;17040 Canet d'Adri;Mujeres;2024;371
Total Nacional;17040 Canet d'Adri;Mujeres;2023;360
Total Nacional;17040 Canet d'Adri;Mujeres;2022;360
Total Nacional;17040 Canet d'Adri;Mujeres;2021;363
Total Nacional;17041 Cantallops;Total;2025;367
Total Nacional;17041 Cantallops;Total;2024;346
Total Nacional;17041 Cantallops;Total;2023;326
Total Nacional;17041 Cantallops;Total;2022;328
Total Nacional;17041 Cantallops;Total;2021;301
Total Nacional;17041 Cantallops;Hombres;2025;179
Total Nacional;17041 Cantallops;Hombres;2024;169
Total Nacional;17041 Cantallops;Hombres;2023;168
Total Nacional;17041 Cantallops;Hombres;2022;167
Total Nacional;17041 Cantallops;Hombres;2021;152
Total Nacional;17041 Cantallops;Mujeres;2025;188
Total Nacional;17041 Cantallops;Mujeres;2024;177
Total Nacional;17041 Cantallops;Mujeres;2023;158
Total Nacional;17041 Cantallops;Mujeres;2022;161
Total Nacional;17041 Cantallops;Mujeres;2021;149
Total Nacional;17042 Capmany;Total;2025;677
Total Nacional;17042 Capmany;Total;2024;691
Total Nacional;17042 Capmany;Total;2023;665
Total Nacional;17042 Capmany;Total;2022;668
Total Nacional;17042 Capmany;Total;2021;625
Total Nacional;17042 Capmany;Hombres;2025;342
Total Nacional;17042 Capmany;Hombres;2024;355
Total Nacional;17042 Capmany;Hombres;2023;341
Total Nacional;17042 Capmany;Hombres;2022;347
Total Nacional;17042 Capmany;Hombres;2021;315
Total Nacional;17042 Capmany;Mujeres;2025;335
Total Nacional;17042 Capmany;Mujeres;2024;336
Total Nacional;17042 Capmany;Mujeres;2023;324
Total Nacional;17042 Capmany;Mujeres;2022;321
Total Nacional;17042 Capmany;Mujeres;2021;310
Total Nacional;17043 Queralbs;Total;2025;202
Total Nacional;17043 Queralbs;Total;2024;206
Total Nacional;17043 Queralbs;Total;2023;197
Total Nacional;17043 Queralbs;Total;2022;191
Total Nacional;17043 Queralbs;Total;2021;189
Total Nacional;17043 Queralbs;Hombres;2025;109
Total Nacional;17043 Queralbs;Hombres;2024;113
Total Nacional;17043 Queralbs;Hombres;2023;102
Total Nacional;17043 Queralbs;Hombres;2022;98
Total Nacional;17043 Queralbs;Hombres;2021;98
Total Nacional;17043 Queralbs;Mujeres;2025;93
Total Nacional;17043 Queralbs;Mujeres;2024;93
Total Nacional;17043 Queralbs;Mujeres;2023;95
Total Nacional;17043 Queralbs;Mujeres;2022;93
Total Nacional;17043 Queralbs;Mujeres;2021;91
Total Nacional;17044 Cassà de la Selva;Total;2025;11.167
Total Nacional;17044 Cassà de la Selva;Total;2024;10.941
Total Nacional;17044 Cassà de la Selva;Total;2023;10.833
Total Nacional;17044 Cassà de la Selva;Total;2022;10.655
Total Nacional;17044 Cassà de la Selva;Total;2021;10.499
Total Nacional;17044 Cassà de la Selva;Hombres;2025;5.696
Total Nacional;17044 Cassà de la Selva;Hombres;2024;5.560
Total Nacional;17044 Cassà de la Selva;Hombres;2023;5.537
Total Nacional;17044 Cassà de la Selva;Hombres;2022;5.449
Total Nacional;17044 Cassà de la Selva;Hombres;2021;5.334
Total Nacional;17044 Cassà de la Selva;Mujeres;2025;5.471
Total Nacional;17044 Cassà de la Selva;Mujeres;2024;5.381
Total Nacional;17044 Cassà de la Selva;Mujeres;2023;5.296
Total Nacional;17044 Cassà de la Selva;Mujeres;2022;5.206
Total Nacional;17044 Cassà de la Selva;Mujeres;2021;5.165
Total Nacional;17046 Castellfollit de la Roca;Total;2025;960
Total Nacional;17046 Castellfollit de la Roca;Total;2024;947
Total Nacional;17046 Castellfollit de la Roca;Total;2023;938
Total Nacional;17046 Castellfollit de la Roca;Total;2022;924
Total Nacional;17046 Castellfollit de la Roca;Total;2021;930
Total Nacional;17046 Castellfollit de la Roca;Hombres;2025;487
Total Nacional;17046 Castellfollit de la Roca;Hombres;2024;483
Total Nacional;17046 Castellfollit de la Roca;Hombres;2023;478
Total Nacional;17046 Castellfollit de la Roca;Hombres;2022;473
Total Nacional;17046 Castellfollit de la Roca;Hombres;2021;482
Total Nacional;17046 Castellfollit de la Roca;Mujeres;2025;473
Total Nacional;17046 Castellfollit de la Roca;Mujeres;2024;464
Total Nacional;17046 Castellfollit de la Roca;Mujeres;2023;460
Total Nacional;17046 Castellfollit de la Roca;Mujeres;2022;451
Total Nacional;17046 Castellfollit de la Roca;Mujeres;2021;448
Total Nacional;17047 Castelló d'Empúries;Total;2025;12.275
Total Nacional;17047 Castelló d'Empúries;Total;2024;12.132
Total Nacional;17047 Castelló d'Empúries;Total;2023;11.787
Total Nacional;17047 Castelló d'Empúries;Total;2022;11.255
Total Nacional;17047 Castelló d'Empúries;Total;2021;11.231
Total Nacional;17047 Castelló d'Empúries;Hombres;2025;6.378
Total Nacional;17047 Castelló d'Empúries;Hombres;2024;6.230
Total Nacional;17047 Castelló d'Empúries;Hombres;2023;5.969
Total Nacional;17047 Castelló d'Empúries;Hombres;2022;5.717
Total Nacional;17047 Castelló d'Empúries;Hombres;2021;5.692
Total Nacional;17047 Castelló d'Empúries;Mujeres;2025;5.897
Total Nacional;17047 Castelló d'Empúries;Mujeres;2024;5.902
Total Nacional;17047 Castelló d'Empúries;Mujeres;2023;5.818
Total Nacional;17047 Castelló d'Empúries;Mujeres;2022;5.538
Total Nacional;17047 Castelló d'Empúries;Mujeres;2021;5.539
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Total;2025;12.889
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Total;2024;12.773
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Total;2023;12.533
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Total;2022;11.650
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Total;2021;11.220
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Hombres;2025;6.263
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Hombres;2024;6.255
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Hombres;2023;6.187
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Hombres;2022;5.833
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Hombres;2021;5.605
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Mujeres;2025;6.626
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Mujeres;2024;6.518
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Mujeres;2023;6.346
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Mujeres;2022;5.817
Total Nacional;17048 Castell d'Aro, Platja d'Aro i s'Agaró;Mujeres;2021;5.615
Total Nacional;17049 Celrà;Total;2025;5.613
Total Nacional;17049 Celrà;Total;2024;5.553
Total Nacional;17049 Celrà;Total;2023;5.462
Total Nacional;17049 Celrà;Total;2022;5.471
Total Nacional;17049 Celrà;Total;2021;5.572
Total Nacional;17049 Celrà;Hombres;2025;2.805
Total Nacional;17049 Celrà;Hombres;2024;2.779
Total Nacional;17049 Celrà;Hombres;2023;2.728
Total Nacional;17049 Celrà;Hombres;2022;2.731
Total Nacional;17049 Celrà;Hombres;2021;2.788
Total Nacional;17049 Celrà;Mujeres;2025;2.808
Total Nacional;17049 Celrà;Mujeres;2024;2.774
Total Nacional;17049 Celrà;Mujeres;2023;2.734
Total Nacional;17049 Celrà;Mujeres;2022;2.740
Total Nacional;17049 Celrà;Mujeres;2021;2.784
Total Nacional;17050 Cervià de Ter;Total;2025;1.030
Total Nacional;17050 Cervià de Ter;Total;2024;997
Total Nacional;17050 Cervià de Ter;Total;2023;1.007
Total Nacional;17050 Cervià de Ter;Total;2022;1.000
Total Nacional;17050 Cervià de Ter;Total;2021;972
Total Nacional;17050 Cervià de Ter;Hombres;2025;529
Total Nacional;17050 Cervià de Ter;Hombres;2024;509
Total Nacional;17050 Cervià de Ter;Hombres;2023;516
Total Nacional;17050 Cervià de Ter;Hombres;2022;514
Total Nacional;17050 Cervià de Ter;Hombres;2021;498
Total Nacional;17050 Cervià de Ter;Mujeres;2025;501
Total Nacional;17050 Cervià de Ter;Mujeres;2024;488
Total Nacional;17050 Cervià de Ter;Mujeres;2023;491
Total Nacional;17050 Cervià de Ter;Mujeres;2022;486
Total Nacional;17050 Cervià de Ter;Mujeres;2021;474
Total Nacional;17051 Cistella;Total;2025;285
Total Nacional;17051 Cistella;Total;2024;294
Total Nacional;17051 Cistella;Total;2023;301
Total Nacional;17051 Cistella;Total;2022;305
Total Nacional;17051 Cistella;Total;2021;284
Total Nacional;17051 Cistella;Hombres;2025;145
Total Nacional;17051 Cistella;Hombres;2024;147
Total Nacional;17051 Cistella;Hombres;2023;152
Total Nacional;17051 Cistella;Hombres;2022;148
Total Nacional;17051 Cistella;Hombres;2021;139
Total Nacional;17051 Cistella;Mujeres;2025;140
Total Nacional;17051 Cistella;Mujeres;2024;147
Total Nacional;17051 Cistella;Mujeres;2023;149
Total Nacional;17051 Cistella;Mujeres;2022;157
Total Nacional;17051 Cistella;Mujeres;2021;145
Total Nacional;17052 Siurana;Total;2025;188
Total Nacional;17052 Siurana;Total;2024;177
Total Nacional;17052 Siurana;Total;2023;186
Total Nacional;17052 Siurana;Total;2022;178
Total Nacional;17052 Siurana;Total;2021;178
Total Nacional;17052 Siurana;Hombres;2025;87
Total Nacional;17052 Siurana;Hombres;2024;83
Total Nacional;17052 Siurana;Hombres;2023;88
Total Nacional;17052 Siurana;Hombres;2022;84
Total Nacional;17052 Siurana;Hombres;2021;81
Total Nacional;17052 Siurana;Mujeres;2025;101
Total Nacional;17052 Siurana;Mujeres;2024;94
Total Nacional;17052 Siurana;Mujeres;2023;98
Total Nacional;17052 Siurana;Mujeres;2022;94
Total Nacional;17052 Siurana;Mujeres;2021;97
Total Nacional;17054 Colera;Total;2025;489
Total Nacional;17054 Colera;Total;2024;490
Total Nacional;17054 Colera;Total;2023;477
Total Nacional;17054 Colera;Total;2022;471
Total Nacional;17054 Colera;Total;2021;461
Total Nacional;17054 Colera;Hombres;2025;243
Total Nacional;17054 Colera;Hombres;2024;252
Total Nacional;17054 Colera;Hombres;2023;246
Total Nacional;17054 Colera;Hombres;2022;236
Total Nacional;17054 Colera;Hombres;2021;229
Total Nacional;17054 Colera;Mujeres;2025;246
Total Nacional;17054 Colera;Mujeres;2024;238
Total Nacional;17054 Colera;Mujeres;2023;231
Total Nacional;17054 Colera;Mujeres;2022;235
Total Nacional;17054 Colera;Mujeres;2021;232
Total Nacional;17055 Colomers;Total;2025;206
Total Nacional;17055 Colomers;Total;2024;205
Total Nacional;17055 Colomers;Total;2023;207
Total Nacional;17055 Colomers;Total;2022;203
Total Nacional;17055 Colomers;Total;2021;189
Total Nacional;17055 Colomers;Hombres;2025;104
Total Nacional;17055 Colomers;Hombres;2024;107
Total Nacional;17055 Colomers;Hombres;2023;104
Total Nacional;17055 Colomers;Hombres;2022;98
Total Nacional;17055 Colomers;Hombres;2021;93
Total Nacional;17055 Colomers;Mujeres;2025;102
Total Nacional;17055 Colomers;Mujeres;2024;98
Total Nacional;17055 Colomers;Mujeres;2023;103
Total Nacional;17055 Colomers;Mujeres;2022;105
Total Nacional;17055 Colomers;Mujeres;2021;96
Total Nacional;17056 Cornellà del Terri;Total;2025;2.413
Total Nacional;17056 Cornellà del Terri;Total;2024;2.394
Total Nacional;17056 Cornellà del Terri;Total;2023;2.398
Total Nacional;17056 Cornellà del Terri;Total;2022;2.401
Total Nacional;17056 Cornellà del Terri;Total;2021;2.420
Total Nacional;17056 Cornellà del Terri;Hombres;2025;1.231
Total Nacional;17056 Cornellà del Terri;Hombres;2024;1.194
Total Nacional;17056 Cornellà del Terri;Hombres;2023;1.205
Total Nacional;17056 Cornellà del Terri;Hombres;2022;1.209
Total Nacional;17056 Cornellà del Terri;Hombres;2021;1.228
Total Nacional;17056 Cornellà del Terri;Mujeres;2025;1.182
Total Nacional;17056 Cornellà del Terri;Mujeres;2024;1.200
Total Nacional;17056 Cornellà del Terri;Mujeres;2023;1.193
Total Nacional;17056 Cornellà del Terri;Mujeres;2022;1.192
Total Nacional;17056 Cornellà del Terri;Mujeres;2021;1.192
Total Nacional;17057 Corçà;Total;2025;1.285
Total Nacional;17057 Corçà;Total;2024;1.282
Total Nacional;17057 Corçà;Total;2023;1.293
Total Nacional;17057 Corçà;Total;2022;1.265
Total Nacional;17057 Corçà;Total;2021;1.279
Total Nacional;17057 Corçà;Hombres;2025;661
Total Nacional;17057 Corçà;Hombres;2024;658
Total Nacional;17057 Corçà;Hombres;2023;666
Total Nacional;17057 Corçà;Hombres;2022;650
Total Nacional;17057 Corçà;Hombres;2021;660
Total Nacional;17057 Corçà;Mujeres;2025;624
Total Nacional;17057 Corçà;Mujeres;2024;624
Total Nacional;17057 Corçà;Mujeres;2023;627
Total Nacional;17057 Corçà;Mujeres;2022;615
